
 S_max   P_max  K01    mu1    mu2    mu3    mu4 
-0.2366 0.0006 0.1237 0.0180 0.1800 0.1100 0.5000 
-3.7993 0.0007 0.4800 0.0180 0.1800 0.1100 0.5667 
+0.0008 0.0008 0.0202 0.0180 0.1800 0.1100 0.6333 
-6.7361 0.0009 0.7737 0.0180 0.1800 0.1100 0.7000 
+0.0010 0.0010 0.0589 0.0180 0.1800 0.1100 0.7667 
+0.0012 0.0012 0.0081 0.0180 0.1800 0.1100 0.8333 
+0.0013 0.0013 0.0922 0.0180 0.1800 0.1100 0.9000 
+0.0014 0.0014 0.0840 0.0180 0.1800 0.1100 0.9667 
-8.8295 0.0015 0.9831 0.0180 0.1800 0.1100 1.0333 
-1.4368 0.0016 0.2438 0.0180 0.1800 0.1100 1.1000 
+0.0017 0.0017 0.0676 0.0180 0.1800 0.1100 1.1667 
+0.0018 0.0018 0.0764 0.0180 0.1800 0.1100 1.2333 
-8.4864 0.0019 0.9488 0.0180 0.1800 0.1100 1.3000 
-0.8662 0.0021 0.1868 0.0180 0.1800 0.1100 1.3667 
+0.0022 0.0022 0.0468 0.0180 0.1800 0.1100 1.4333 
+0.0023 0.0023 0.0760 0.0180 0.1800 0.1100 1.5000 
-0.1542 0.0006 0.1155 0.0180 0.1800 0.1200 0.5000 
-8.9100 0.0008 0.9911 0.0180 0.1800 0.1200 0.5667 
+0.0009 0.0009 0.0087 0.0180 0.1800 0.1200 0.6333 
+0.0010 0.0010 0.0260 0.0180 0.1800 0.1200 0.7000 
+0.0011 0.0011 0.0453 0.0180 0.1800 0.1200 0.7667 
+0.0013 0.0013 0.0340 0.0180 0.1800 0.1200 0.8333 
+0.0014 0.0014 0.0147 0.0180 0.1800 0.1200 0.9000 
+0.0015 0.0015 0.0160 0.0180 0.1800 0.1200 0.9667 
-8.4907 0.0016 0.9492 0.0180 0.1800 0.1200 1.0333 
+0.0018 0.0018 0.0817 0.0180 0.1800 0.1200 1.1000 
-8.8823 0.0019 0.9884 0.0180 0.1800 0.1200 1.1667 
-0.4314 0.0020 0.1433 0.0180 0.1800 0.1200 1.2333 
-0.0141 0.0021 0.1016 0.0180 0.1800 0.1200 1.3000 
+0.0022 0.0022 0.0406 0.0180 0.1800 0.1200 1.3667 
-0.6402 0.0024 0.1643 0.0180 0.1800 0.1200 1.4333 
+0.0025 0.0025 0.0439 0.0180 0.1800 0.1200 1.5000 
-8.5171 0.0007 0.9518 0.0180 0.1800 0.1300 0.5000 
-8.7356 0.0008 0.9736 0.0180 0.1800 0.1300 0.5667 
-0.2902 0.0010 0.1291 0.0180 0.1800 0.1300 0.6333 
-0.0774 0.0011 0.1078 0.0180 0.1800 0.1300 0.7000 
+0.0012 0.0012 0.0254 0.0180 0.1800 0.1300 0.7667 
+0.0014 0.0014 0.0662 0.0180 0.1800 0.1300 0.8333 
+0.0015 0.0015 0.0548 0.0180 0.1800 0.1300 0.9000 
+0.0016 0.0016 0.0134 0.0180 0.1800 0.1300 0.9667 
-4.0249 0.0018 0.5027 0.0180 0.1800 0.1300 1.0333 
+0.0019 0.0019 0.0909 0.0180 0.1800 0.1300 1.1000 
+0.0020 0.0020 0.0212 0.0180 0.1800 0.1300 1.1667 
+0.0022 0.0022 0.0106 0.0180 0.1800 0.1300 1.2333 
+0.0023 0.0023 0.0771 0.0180 0.1800 0.1300 1.3000 
+0.0024 0.0024 0.0793 0.0180 0.1800 0.1300 1.3667 
+0.0025 0.0025 0.0867 0.0180 0.1800 0.1300 1.4333 
+0.0027 0.0027 0.0492 0.0180 0.1800 0.1300 1.5000 
-6.1546 0.0008 0.7155 0.0180 0.1800 0.1400 0.5000 
+0.0009 0.0009 0.0235 0.0180 0.1800 0.1400 0.5667 
+0.0010 0.0010 0.0522 0.0180 0.1800 0.1400 0.6333 
+0.0012 0.0012 0.0542 0.0180 0.1800 0.1400 0.7000 
+0.0013 0.0013 0.0256 0.0180 0.1800 0.1400 0.7667 
+0.0015 0.0015 0.0648 0.0180 0.1800 0.1400 0.8333 
-8.3911 0.0016 0.9393 0.0180 0.1800 0.1400 0.9000 
+0.0018 0.0018 0.0113 0.0180 0.1800 0.1400 0.9667 
+0.0019 0.0019 0.0606 0.0180 0.1800 0.1400 1.0333 
+0.0020 0.0020 0.0602 0.0180 0.1800 0.1400 1.1000 
+0.0022 0.0022 0.0029 0.0180 0.1800 0.1400 1.1667 
+0.0023 0.0023 0.0452 0.0180 0.1800 0.1400 1.2333 
-7.4566 0.0025 0.8459 0.0180 0.1800 0.1400 1.3000 
+0.0026 0.0026 0.0033 0.0180 0.1800 0.1400 1.3667 
+0.0027 0.0027 0.0218 0.0180 0.1800 0.1400 1.4333 
+0.0029 0.0029 0.0473 0.0180 0.1800 0.1400 1.5000 
+0.0008 0.0008 0.0737 0.0180 0.1800 0.1500 0.5000 
+0.0009 0.0009 0.0439 0.0180 0.1800 0.1500 0.5667 
+0.0011 0.0011 0.0589 0.0180 0.1800 0.1500 0.6333 
+0.0013 0.0013 0.0198 0.0180 0.1800 0.1500 0.7000 
-8.0436 0.0014 0.9045 0.0180 0.1800 0.1500 0.7667 
+0.0016 0.0016 0.0237 0.0180 0.1800 0.1500 0.8333 
+0.0017 0.0017 0.0244 0.0180 0.1800 0.1500 0.9000 
+0.0019 0.0019 0.0288 0.0180 0.1800 0.1500 0.9667 
-0.1926 0.0020 0.1195 0.0180 0.1800 0.1500 1.0333 
+0.0022 0.0022 0.0139 0.0180 0.1800 0.1500 1.1000 
-1.2398 0.0023 0.2242 0.0180 0.1800 0.1500 1.1667 
+0.0025 0.0025 0.0556 0.0180 0.1800 0.1500 1.2333 
+0.0026 0.0026 0.0141 0.0180 0.1800 0.1500 1.3000 
+0.0028 0.0028 0.0802 0.0180 0.1800 0.1500 1.3667 
+0.0029 0.0029 0.0170 0.0180 0.1800 0.1500 1.4333 
+0.0031 0.0031 0.0513 0.0180 0.1800 0.1500 1.5000 
+0.0009 0.0009 0.0052 0.0180 0.1800 0.1600 0.5000 
-0.4265 0.0010 0.1427 0.0180 0.1800 0.1600 0.5667 
-1.7292 0.0012 0.2730 0.0180 0.1800 0.1600 0.6333 
+0.0013 0.0013 0.0362 0.0180 0.1800 0.1600 0.7000 
+0.0015 0.0015 0.0544 0.0180 0.1800 0.1600 0.7667 
-0.5267 0.0017 0.1528 0.0180 0.1800 0.1600 0.8333 
+0.0018 0.0018 0.0027 0.0180 0.1800 0.1600 0.9000 
-8.6238 0.0020 0.9626 0.0180 0.1800 0.1600 0.9667 
-0.9525 0.0022 0.1955 0.0180 0.1800 0.1600 1.0333 
+0.0023 0.0023 0.0474 0.0180 0.1800 0.1600 1.1000 
+0.0025 0.0025 0.0275 0.0180 0.1800 0.1600 1.1667 
+0.0026 0.0026 0.0422 0.0180 0.1800 0.1600 1.2333 
-1.7252 0.0028 0.2728 0.0180 0.1800 0.1600 1.3000 
+0.0030 0.0030 0.0360 0.0180 0.1800 0.1600 1.3667 
+0.0031 0.0031 0.0212 0.0180 0.1800 0.1600 1.4333 
+0.0033 0.0033 0.0150 0.0180 0.1800 0.1600 1.5000 
+0.0009 0.0009 0.0419 0.0180 0.1800 0.1700 0.5000 
+0.0011 0.0011 0.0304 0.0180 0.1800 0.1700 0.5667 
+0.0012 0.0012 0.0050 0.0180 0.1800 0.1700 0.6333 
+0.0014 0.0014 0.0263 0.0180 0.1800 0.1700 0.7000 
+0.0016 0.0016 0.0251 0.0180 0.1800 0.1700 0.7667 
+0.0018 0.0018 0.0326 0.0180 0.1800 0.1700 0.8333 
+0.0019 0.0019 0.0126 0.0180 0.1800 0.1700 0.9000 
-0.1918 0.0021 0.1194 0.0180 0.1800 0.1700 0.9667 
+0.0023 0.0023 0.0904 0.0180 0.1800 0.1700 1.0333 
+0.0025 0.0025 0.0113 0.0180 0.1800 0.1700 1.1000 
+0.0026 0.0026 0.0090 0.0180 0.1800 0.1700 1.1667 
-0.2250 0.0028 0.1228 0.0180 0.1800 0.1700 1.2333 
-8.0387 0.0030 0.9042 0.0180 0.1800 0.1700 1.3000 
+0.0031 0.0031 0.0437 0.0180 0.1800 0.1700 1.3667 
+0.0033 0.0033 0.0196 0.0180 0.1800 0.1700 1.4333 
-0.2564 0.0035 0.1260 0.0180 0.1800 0.1700 1.5000 
+0.0010 0.0010 0.0108 0.0180 0.1800 0.1800 0.5000 
-0.9992 0.0011 0.2000 0.0180 0.1800 0.1800 0.5667 
-8.8884 0.0013 0.9890 0.0180 0.1800 0.1800 0.6333 
+0.0015 0.0015 0.0357 0.0180 0.1800 0.1800 0.7000 
+0.0017 0.0017 0.0911 0.0180 0.1800 0.1800 0.7667 
+0.0019 0.0019 0.0086 0.0180 0.1800 0.1800 0.8333 
-0.5569 0.0020 0.1559 0.0180 0.1800 0.1800 0.9000 
+0.0022 0.0022 0.0114 0.0180 0.1800 0.1800 0.9667 
-8.5713 0.0024 0.9574 0.0180 0.1800 0.1800 1.0333 
+0.0026 0.0026 0.0307 0.0180 0.1800 0.1800 1.1000 
+0.0028 0.0028 0.0542 0.0180 0.1800 0.1800 1.1667 
-0.9539 0.0030 0.1957 0.0180 0.1800 0.1800 1.2333 
+0.0031 0.0031 0.0797 0.0180 0.1800 0.1800 1.3000 
+0.0033 0.0033 0.0016 0.0180 0.1800 0.1800 1.3667 
-0.4020 0.0035 0.1405 0.0180 0.1800 0.1800 1.4333 
-8.5607 0.0037 0.9564 0.0180 0.1800 0.1800 1.5000 
-4.9397 0.0010 0.5941 0.0180 0.1800 0.1900 0.5000 
+0.0012 0.0012 0.0721 0.0180 0.1800 0.1900 0.5667 
+0.0014 0.0014 0.0031 0.0180 0.1800 0.1900 0.6333 
-0.2122 0.0016 0.1214 0.0180 0.1800 0.1900 0.7000 
+0.0018 0.0018 0.0252 0.0180 0.1800 0.1900 0.7667 
-0.6668 0.0020 0.1669 0.0180 0.1800 0.1900 0.8333 
+0.0022 0.0022 0.0217 0.0180 0.1800 0.1900 0.9000 
+0.0024 0.0024 0.0379 0.0180 0.1800 0.1900 0.9667 
-0.3556 0.0025 0.1358 0.0180 0.1800 0.1900 1.0333 
+0.0027 0.0027 0.0230 0.0180 0.1800 0.1900 1.1000 
+0.0029 0.0029 0.0147 0.0180 0.1800 0.1900 1.1667 
-0.0727 0.0031 0.1076 0.0180 0.1800 0.1900 1.2333 
+0.0033 0.0033 0.0162 0.0180 0.1800 0.1900 1.3000 
+0.0035 0.0035 0.0764 0.0180 0.1800 0.1900 1.3667 
+0.0037 0.0037 0.0263 0.0180 0.1800 0.1900 1.4333 
-0.6057 0.0039 0.1610 0.0180 0.1800 0.1900 1.5000 
+0.0011 0.0011 0.0088 0.0180 0.1800 0.2000 0.5000 
+0.0012 0.0012 0.0192 0.0180 0.1800 0.2000 0.5667 
+0.0014 0.0014 0.0727 0.0180 0.1800 0.2000 0.6333 
+0.0016 0.0016 0.0002 0.0180 0.1800 0.2000 0.7000 
+0.0019 0.0019 0.0293 0.0180 0.1800 0.2000 0.7667 
+0.0021 0.0021 0.0185 0.0180 0.1800 0.2000 0.8333 
-0.0347 0.0023 0.1037 0.0180 0.1800 0.2000 0.9000 
-8.8125 0.0025 0.9815 0.0180 0.1800 0.2000 0.9667 
-8.5567 0.0027 0.9559 0.0180 0.1800 0.2000 1.0333 
+0.0029 0.0029 0.0416 0.0180 0.1800 0.2000 1.1000 
+0.0031 0.0031 0.0162 0.0180 0.1800 0.2000 1.1667 
+0.0033 0.0033 0.0603 0.0180 0.1800 0.2000 1.2333 
+0.0035 0.0035 0.0747 0.0180 0.1800 0.2000 1.3000 
+0.0037 0.0037 0.0811 0.0180 0.1800 0.2000 1.3667 
+0.0039 0.0039 0.0183 0.0180 0.1800 0.2000 1.4333 
+0.0041 0.0041 0.0611 0.0180 0.1800 0.2000 1.5000 
-8.8806 0.0065 0.9887 0.0180 0.1900 0.0500 0.5000 
+0.0003 0.0003 0.0743 0.0180 0.1900 0.0500 0.5667 
+0.0004 0.0004 0.0292 0.0180 0.1900 0.0500 0.6333 
+0.0004 0.0004 0.0048 0.0180 0.1900 0.0500 0.7000 
+0.0005 0.0005 0.0229 0.0180 0.1900 0.0500 0.7667 
+0.0005 0.0005 0.0145 0.0180 0.1900 0.0500 0.8333 
-0.4151 0.0006 0.1416 0.0180 0.1900 0.0500 0.9000 
+0.0006 0.0006 0.0105 0.0180 0.1900 0.0500 0.9667 
+0.0007 0.0007 0.0648 0.0180 0.1900 0.0500 1.0333 
+0.0007 0.0007 0.0686 0.0180 0.1900 0.0500 1.1000 
-8.7669 0.0008 0.9768 0.0180 0.1900 0.0500 1.1667 
-4.8637 0.0008 0.5865 0.0180 0.1900 0.0500 1.2333 
-0.7073 0.0008 0.1708 0.0180 0.1900 0.0500 1.3000 
+0.0009 0.0009 0.0280 0.0180 0.1900 0.0500 1.3667 
+0.0009 0.0009 0.0048 0.0180 0.1900 0.0500 1.4333 
+0.0010 0.0010 0.0487 0.0180 0.1900 0.0500 1.5000 
-8.6776 0.0019 0.9679 0.0180 0.1900 0.0600 0.5000 
+0.0004 0.0004 0.0289 0.0180 0.1900 0.0600 0.5667 
+0.0004 0.0004 0.0408 0.0180 0.1900 0.0600 0.6333 
+0.0005 0.0005 0.0364 0.0180 0.1900 0.0600 0.7000 
-1.4153 0.0005 0.2416 0.0180 0.1900 0.0600 0.7667 
-0.2537 0.0006 0.1254 0.0180 0.1900 0.0600 0.8333 
+0.0007 0.0007 0.0039 0.0180 0.1900 0.0600 0.9000 
+0.0007 0.0007 0.0024 0.0180 0.1900 0.0600 0.9667 
+0.0008 0.0008 0.0067 0.0180 0.1900 0.0600 1.0333 
+0.0008 0.0008 0.0044 0.0180 0.1900 0.0600 1.1000 
-1.4566 0.0009 0.2457 0.0180 0.1900 0.0600 1.1667 
+0.0010 0.0010 0.0933 0.0180 0.1900 0.0600 1.2333 
+0.0010 0.0010 0.0143 0.0180 0.1900 0.0600 1.3000 
+0.0011 0.0011 0.0979 0.0180 0.1900 0.0600 1.3667 
-0.0414 0.0011 0.1042 0.0180 0.1900 0.0600 1.4333 
+0.0012 0.0012 0.0820 0.0180 0.1900 0.0600 1.5000 
-8.5415 0.0030 0.9544 0.0180 0.1900 0.0700 0.5000 
-0.6737 0.0004 0.1674 0.0180 0.1900 0.0700 0.5667 
+0.0005 0.0005 0.0291 0.0180 0.1900 0.0700 0.6333 
+0.0006 0.0006 0.0606 0.0180 0.1900 0.0700 0.7000 
+0.0006 0.0006 0.0184 0.0180 0.1900 0.0700 0.7667 
+0.0007 0.0007 0.0757 0.0180 0.1900 0.0700 0.8333 
+0.0008 0.0008 0.0253 0.0180 0.1900 0.0700 0.9000 
-0.6744 0.0008 0.1675 0.0180 0.1900 0.0700 0.9667 
+0.0009 0.0009 0.0343 0.0180 0.1900 0.0700 1.0333 
-0.3964 0.0010 0.1397 0.0180 0.1900 0.0700 1.1000 
+0.0011 0.0011 0.0135 0.0180 0.1900 0.0700 1.1667 
+0.0011 0.0011 0.0831 0.0180 0.1900 0.0700 1.2333 
+0.0012 0.0012 0.0863 0.0180 0.1900 0.0700 1.3000 
-8.8685 0.0013 0.9870 0.0180 0.1900 0.0700 1.3667 
+0.0013 0.0013 0.0221 0.0180 0.1900 0.0700 1.4333 
+0.0014 0.0014 0.0625 0.0180 0.1900 0.0700 1.5000 
-8.9551 0.0088 0.9964 0.0180 0.1900 0.0800 0.5000 
+0.0005 0.0005 0.0642 0.0180 0.1900 0.0800 0.5667 
+0.0006 0.0006 0.0072 0.0180 0.1900 0.0800 0.6333 
+0.0007 0.0007 0.0439 0.0180 0.1900 0.0800 0.7000 
+0.0007 0.0007 0.0833 0.0180 0.1900 0.0800 0.7667 
-2.2898 0.0008 0.3291 0.0180 0.1900 0.0800 0.8333 
+0.0009 0.0009 0.0387 0.0180 0.1900 0.0800 0.9000 
+0.0010 0.0010 0.0149 0.0180 0.1900 0.0800 0.9667 
-6.9661 0.0010 0.7967 0.0180 0.1900 0.0800 1.0333 
-8.8052 0.0011 0.9806 0.0180 0.1900 0.0800 1.1000 
+0.0012 0.0012 0.0076 0.0180 0.1900 0.0800 1.1667 
+0.0013 0.0013 0.0784 0.0180 0.1900 0.0800 1.2333 
-8.8546 0.0014 0.9856 0.0180 0.1900 0.0800 1.3000 
-0.2487 0.0014 0.1250 0.0180 0.1900 0.0800 1.3667 
+0.0015 0.0015 0.0041 0.0180 0.1900 0.0800 1.4333 
-0.2656 0.0016 0.1267 0.0180 0.1900 0.0800 1.5000 
+0.0005 0.0005 0.0319 0.0180 0.1900 0.0900 0.5000 
+0.0006 0.0006 0.0301 0.0180 0.1900 0.0900 0.5667 
+0.0006 0.0006 0.0055 0.0180 0.1900 0.0900 0.6333 
+0.0007 0.0007 0.0106 0.0180 0.1900 0.0900 0.7000 
+0.0008 0.0008 0.0393 0.0180 0.1900 0.0900 0.7667 
+0.0009 0.0009 0.0023 0.0180 0.1900 0.0900 0.8333 
+0.0010 0.0010 0.0173 0.0180 0.1900 0.0900 0.9000 
-7.1412 0.0011 0.8142 0.0180 0.1900 0.0900 0.9667 
+0.0012 0.0012 0.0357 0.0180 0.1900 0.0900 1.0333 
-8.8262 0.0013 0.9828 0.0180 0.1900 0.0900 1.1000 
-3.7442 0.0013 0.4746 0.0180 0.1900 0.0900 1.1667 
+0.0014 0.0014 0.0017 0.0180 0.1900 0.0900 1.2333 
-0.6101 0.0015 0.1612 0.0180 0.1900 0.0900 1.3000 
+0.0016 0.0016 0.0088 0.0180 0.1900 0.0900 1.3667 
-0.2075 0.0017 0.1209 0.0180 0.1900 0.0900 1.4333 
+0.0018 0.0018 0.0023 0.0180 0.1900 0.0900 1.5000 
-8.7316 0.0096 0.9741 0.0180 0.1900 0.1000 0.5000 
+0.0006 0.0006 0.0261 0.0180 0.1900 0.1000 0.5667 
-0.7261 0.0007 0.1727 0.0180 0.1900 0.1000 0.6333 
+0.0008 0.0008 0.0584 0.0180 0.1900 0.1000 0.7000 
-0.4196 0.0009 0.1421 0.0180 0.1900 0.1000 0.7667 
+0.0010 0.0010 0.0505 0.0180 0.1900 0.1000 0.8333 
-8.6704 0.0011 0.9671 0.0180 0.1900 0.1000 0.9000 
-1.2527 0.0012 0.2254 0.0180 0.1900 0.1000 0.9667 
-8.4628 0.0013 0.9464 0.0180 0.1900 0.1000 1.0333 
-1.8193 0.0014 0.2821 0.0180 0.1900 0.1000 1.1000 
-6.1723 0.0015 0.7174 0.0180 0.1900 0.1000 1.1667 
-8.7094 0.0016 0.9711 0.0180 0.1900 0.1000 1.2333 
+0.0017 0.0017 0.0528 0.0180 0.1900 0.1000 1.3000 
+0.0018 0.0018 0.0166 0.0180 0.1900 0.1000 1.3667 
+0.0019 0.0019 0.0369 0.0180 0.1900 0.1000 1.4333 
-0.8411 0.0020 0.1843 0.0180 0.1900 0.1000 1.5000 
-6.1409 0.0012 0.7142 0.0180 0.1900 0.1100 0.5000 
+0.0007 0.0007 0.0079 0.0180 0.1900 0.1100 0.5667 
+0.0008 0.0008 0.0277 0.0180 0.1900 0.1100 0.6333 
-0.1079 0.0009 0.1109 0.0180 0.1900 0.1100 0.7000 
+0.0010 0.0010 0.0010 0.0180 0.1900 0.1100 0.7667 
-0.0496 0.0011 0.1051 0.0180 0.1900 0.1100 0.8333 
-8.7635 0.0012 0.9765 0.0180 0.1900 0.1100 0.9000 
+0.0013 0.0013 0.0964 0.0180 0.1900 0.1100 0.9667 
-1.1992 0.0014 0.2201 0.0180 0.1900 0.1100 1.0333 
+0.0015 0.0015 0.0014 0.0180 0.1900 0.1100 1.1000 
+0.0016 0.0016 0.0087 0.0180 0.1900 0.1100 1.1667 
+0.0017 0.0017 0.0509 0.0180 0.1900 0.1100 1.2333 
+0.0019 0.0019 0.0759 0.0180 0.1900 0.1100 1.3000 
+0.0020 0.0020 0.0086 0.0180 0.1900 0.1100 1.3667 
+0.0021 0.0021 0.0819 0.0180 0.1900 0.1100 1.4333 
+0.0022 0.0022 0.0507 0.0180 0.1900 0.1100 1.5000 
-1.0439 0.0006 0.2045 0.0180 0.1900 0.1200 0.5000 
+0.0007 0.0007 0.0820 0.0180 0.1900 0.1200 0.5667 
+0.0009 0.0009 0.0320 0.0180 0.1900 0.1200 0.6333 
+0.0010 0.0010 0.0715 0.0180 0.1900 0.1200 0.7000 
+0.0011 0.0011 0.0187 0.0180 0.1900 0.1200 0.7667 
-0.7624 0.0012 0.1764 0.0180 0.1900 0.1200 0.8333 
+0.0013 0.0013 0.0579 0.0180 0.1900 0.1200 0.9000 
+0.0014 0.0014 0.0974 0.0180 0.1900 0.1200 0.9667 
-0.5318 0.0016 0.1533 0.0180 0.1900 0.1200 1.0333 
+0.0017 0.0017 0.0895 0.0180 0.1900 0.1200 1.1000 
-1.1701 0.0018 0.2172 0.0180 0.1900 0.1200 1.1667 
-2.8761 0.0019 0.3878 0.0180 0.1900 0.1200 1.2333 
-8.9393 0.0020 0.9941 0.0180 0.1900 0.1200 1.3000 
+0.0021 0.0021 0.0474 0.0180 0.1900 0.1200 1.3667 
+0.0022 0.0022 0.0303 0.0180 0.1900 0.1200 1.4333 
+0.0023 0.0023 0.0041 0.0180 0.1900 0.1200 1.5000 
+0.0007 0.0007 0.0109 0.0180 0.1900 0.1300 0.5000 
-0.3158 0.0008 0.1317 0.0180 0.1900 0.1300 0.5667 
+0.0009 0.0009 0.0690 0.0180 0.1900 0.1300 0.6333 
+0.0010 0.0010 0.0197 0.0180 0.1900 0.1300 0.7000 
+0.0012 0.0012 0.0035 0.0180 0.1900 0.1300 0.7667 
+0.0013 0.0013 0.0288 0.0180 0.1900 0.1300 0.8333 
+0.0014 0.0014 0.0279 0.0180 0.1900 0.1300 0.9000 
-8.4788 0.0016 0.9480 0.0180 0.1900 0.1300 0.9667 
+0.0017 0.0017 0.0175 0.0180 0.1900 0.1300 1.0333 
-6.1341 0.0018 0.7136 0.0180 0.1900 0.1300 1.1000 
+0.0019 0.0019 0.0134 0.0180 0.1900 0.1300 1.1667 
-0.1681 0.0021 0.1170 0.0180 0.1900 0.1300 1.2333 
-0.1496 0.0022 0.1152 0.0180 0.1900 0.1300 1.3000 
+0.0023 0.0023 0.0128 0.0180 0.1900 0.1300 1.3667 
+0.0024 0.0024 0.0388 0.0180 0.1900 0.1300 1.4333 
+0.0025 0.0025 0.0395 0.0180 0.1900 0.1300 1.5000 
-8.9062 0.0007 0.9907 0.0180 0.1900 0.1400 0.5000 
-0.1222 0.0009 0.1123 0.0180 0.1900 0.1400 0.5667 
+0.0010 0.0010 0.0164 0.0180 0.1900 0.1400 0.6333 
+0.0011 0.0011 0.0059 0.0180 0.1900 0.1400 0.7000 
-8.9375 0.0013 0.9939 0.0180 0.1900 0.1400 0.7667 
-8.0180 0.0014 0.9019 0.0180 0.1900 0.1400 0.8333 
+0.0015 0.0015 0.0414 0.0180 0.1900 0.1400 0.9000 
+0.0017 0.0017 0.0660 0.0180 0.1900 0.1400 0.9667 
+0.0018 0.0018 0.0965 0.0180 0.1900 0.1400 1.0333 
+0.0019 0.0019 0.0075 0.0180 0.1900 0.1400 1.1000 
+0.0021 0.0021 0.0806 0.0180 0.1900 0.1400 1.1667 
+0.0022 0.0022 0.0417 0.0180 0.1900 0.1400 1.2333 
+0.0023 0.0023 0.0139 0.0180 0.1900 0.1400 1.3000 
+0.0025 0.0025 0.0382 0.0180 0.1900 0.1400 1.3667 
-0.1297 0.0026 0.1132 0.0180 0.1900 0.1400 1.4333 
-0.5562 0.0027 0.1559 0.0180 0.1900 0.1400 1.5000 
+0.0008 0.0008 0.0441 0.0180 0.1900 0.1500 0.5000 
-1.1358 0.0009 0.2137 0.0180 0.1900 0.1500 0.5667 
+0.0011 0.0011 0.0272 0.0180 0.1900 0.1500 0.6333 
+0.0012 0.0012 0.0704 0.0180 0.1900 0.1500 0.7000 
+0.0014 0.0014 0.0347 0.0180 0.1900 0.1500 0.7667 
+0.0015 0.0015 0.0489 0.0180 0.1900 0.1500 0.8333 
-6.9753 0.0016 0.7977 0.0180 0.1900 0.1500 0.9000 
-7.9962 0.0018 0.8998 0.0180 0.1900 0.1500 0.9667 
-0.0202 0.0019 0.1022 0.0180 0.1900 0.1500 1.0333 
+0.0021 0.0021 0.0128 0.0180 0.1900 0.1500 1.1000 
-8.4403 0.0022 0.9443 0.0180 0.1900 0.1500 1.1667 
+0.0024 0.0024 0.0308 0.0180 0.1900 0.1500 1.2333 
-0.5954 0.0025 0.1598 0.0180 0.1900 0.1500 1.3000 
+0.0026 0.0026 0.0529 0.0180 0.1900 0.1500 1.3667 
+0.0028 0.0028 0.0235 0.0180 0.1900 0.1500 1.4333 
-8.2949 0.0029 0.9298 0.0180 0.1900 0.1500 1.5000 
+0.0008 0.0008 0.0394 0.0180 0.1900 0.1600 0.5000 
+0.0010 0.0010 0.0540 0.0180 0.1900 0.1600 0.5667 
+0.0011 0.0011 0.0614 0.0180 0.1900 0.1600 0.6333 
+0.0013 0.0013 0.0201 0.0180 0.1900 0.1600 0.7000 
-8.6922 0.0014 0.9694 0.0180 0.1900 0.1600 0.7667 
+0.0016 0.0016 0.0157 0.0180 0.1900 0.1600 0.8333 
+0.0018 0.0018 0.0355 0.0180 0.1900 0.1600 0.9000 
+0.0019 0.0019 0.0502 0.0180 0.1900 0.1600 0.9667 
-0.2139 0.0021 0.1216 0.0180 0.1900 0.1600 1.0333 
+0.0022 0.0022 0.0611 0.0180 0.1900 0.1600 1.1000 
+0.0024 0.0024 0.0738 0.0180 0.1900 0.1600 1.1667 
+0.0025 0.0025 0.0172 0.0180 0.1900 0.1600 1.2333 
+0.0027 0.0027 0.0877 0.0180 0.1900 0.1600 1.3000 
+0.0028 0.0028 0.0425 0.0180 0.1900 0.1600 1.3667 
-3.2914 0.0030 0.4294 0.0180 0.1900 0.1600 1.4333 
-0.3716 0.0031 0.1375 0.0180 0.1900 0.1600 1.5000 
-0.7346 0.0009 0.1735 0.0180 0.1900 0.1700 0.5000 
-2.4792 0.0010 0.3480 0.0180 0.1900 0.1700 0.5667 
+0.0012 0.0012 0.0277 0.0180 0.1900 0.1700 0.6333 
+0.0014 0.0014 0.0985 0.0180 0.1900 0.1700 0.7000 
+0.0015 0.0015 0.0656 0.0180 0.1900 0.1700 0.7667 
+0.0017 0.0017 0.0549 0.0180 0.1900 0.1700 0.8333 
+0.0019 0.0019 0.0105 0.0180 0.1900 0.1700 0.9000 
+0.0020 0.0020 0.0109 0.0180 0.1900 0.1700 0.9667 
+0.0022 0.0022 0.0221 0.0180 0.1900 0.1700 1.0333 
+0.0024 0.0024 0.0591 0.0180 0.1900 0.1700 1.1000 
-2.9729 0.0025 0.3975 0.0180 0.1900 0.1700 1.1667 
+0.0027 0.0027 0.0169 0.0180 0.1900 0.1700 1.2333 
-0.2182 0.0028 0.1221 0.0180 0.1900 0.1700 1.3000 
+0.0030 0.0030 0.0178 0.0180 0.1900 0.1700 1.3667 
+0.0031 0.0031 0.0281 0.0180 0.1900 0.1700 1.4333 
-0.4907 0.0033 0.1494 0.0180 0.1900 0.1700 1.5000 
+0.0009 0.0009 0.0524 0.0180 0.1900 0.1800 0.5000 
+0.0011 0.0011 0.0308 0.0180 0.1900 0.1800 0.5667 
+0.0013 0.0013 0.0513 0.0180 0.1900 0.1800 0.6333 
+0.0014 0.0014 0.0729 0.0180 0.1900 0.1800 0.7000 
+0.0016 0.0016 0.0619 0.0180 0.1900 0.1800 0.7667 
+0.0018 0.0018 0.0430 0.0180 0.1900 0.1800 0.8333 
+0.0020 0.0020 0.0218 0.0180 0.1900 0.1800 0.9000 
+0.0021 0.0021 0.0498 0.0180 0.1900 0.1800 0.9667 
-0.8223 0.0023 0.1825 0.0180 0.1900 0.1800 1.0333 
