
 S_max   P_max  K01    mu1    mu2    mu3    mu4 
+0.0008 0.0008 0.0563 0.0447 0.1500 0.0900 0.7000 
-1.3720 0.0009 0.2373 0.0447 0.1500 0.0900 0.7667 
-8.4172 0.0010 0.9418 0.0447 0.1500 0.0900 0.8333 
-0.9865 0.0012 0.1988 0.0447 0.1500 0.0900 0.9000 
+0.0013 0.0013 0.0072 0.0447 0.1500 0.0900 0.9667 
+0.0014 0.0014 0.0632 0.0447 0.1500 0.0900 1.0333 
-0.4651 0.0015 0.1467 0.0447 0.1500 0.0900 1.1000 
-1.2001 0.0016 0.2202 0.0447 0.1500 0.0900 1.1667 
-0.0004 0.0017 0.1002 0.0447 0.1500 0.0900 1.2333 
+0.0018 0.0018 0.0426 0.0447 0.1500 0.0900 1.3000 
+0.0019 0.0019 0.0390 0.0447 0.1500 0.0900 1.3667 
+0.0020 0.0020 0.0330 0.0447 0.1500 0.0900 1.4333 
+0.0022 0.0022 0.0678 0.0447 0.1500 0.0900 1.5000 
+0.0006 0.0006 0.0992 0.0447 0.1500 0.1000 0.5000 
-0.3354 0.0007 0.1336 0.0447 0.1500 0.1000 0.5667 
-4.6799 0.0008 0.5681 0.0447 0.1500 0.1000 0.6333 
+0.0009 0.0009 0.0023 0.0447 0.1500 0.1000 0.7000 
-1.5091 0.0010 0.2510 0.0447 0.1500 0.1000 0.7667 
+0.0012 0.0012 0.0709 0.0447 0.1500 0.1000 0.8333 
+0.0013 0.0013 0.0294 0.0447 0.1500 0.1000 0.9000 
+0.0014 0.0014 0.0523 0.0447 0.1500 0.1000 0.9667 
-0.0428 0.0015 0.1044 0.0447 0.1500 0.1000 1.0333 
+0.0017 0.0017 0.0370 0.0447 0.1500 0.1000 1.1000 
-0.3959 0.0018 0.1398 0.0447 0.1500 0.1000 1.1667 
+0.0019 0.0019 0.0098 0.0447 0.1500 0.1000 1.2333 
-4.9342 0.0020 0.5936 0.0447 0.1500 0.1000 1.3000 
+0.0021 0.0021 0.0668 0.0447 0.1500 0.1000 1.3667 
-0.2903 0.0023 0.1293 0.0447 0.1500 0.1000 1.4333 
+0.0024 0.0024 0.0300 0.0447 0.1500 0.1000 1.5000 
+0.0006 0.0006 0.0284 0.0447 0.1500 0.1100 0.5000 
+0.0008 0.0008 0.0250 0.0447 0.1500 0.1100 0.5667 
+0.0009 0.0009 0.0534 0.0447 0.1500 0.1100 0.6333 
-0.6341 0.0010 0.1635 0.0447 0.1500 0.1100 0.7000 
+0.0011 0.0011 0.0753 0.0447 0.1500 0.1100 0.7667 
-0.2153 0.0013 0.1217 0.0447 0.1500 0.1100 0.8333 
-0.3946 0.0014 0.1396 0.0447 0.1500 0.1100 0.9000 
+0.0015 0.0015 0.0383 0.0447 0.1500 0.1100 0.9667 
-8.5292 0.0017 0.9531 0.0447 0.1500 0.1100 1.0333 
+0.0018 0.0018 0.0093 0.0447 0.1500 0.1100 1.1000 
+0.0020 0.0020 0.0384 0.0447 0.1500 0.1100 1.1667 
-1.1148 0.0021 0.2117 0.0447 0.1500 0.1100 1.2333 
+0.0022 0.0022 0.0776 0.0447 0.1500 0.1100 1.3000 
+0.0024 0.0024 0.0398 0.0447 0.1500 0.1100 1.3667 
+0.0025 0.0025 0.0396 0.0447 0.1500 0.1100 1.4333 
+0.0026 0.0026 0.0631 0.0447 0.1500 0.1100 1.5000 
+0.0007 0.0007 0.0246 0.0447 0.1500 0.1200 0.5000 
+0.0008 0.0008 0.0092 0.0447 0.1500 0.1200 0.5667 
-8.8030 0.0010 0.9804 0.0447 0.1500 0.1200 0.6333 
+0.0011 0.0011 0.0285 0.0447 0.1500 0.1200 0.7000 
+0.0012 0.0012 0.0328 0.0447 0.1500 0.1200 0.7667 
-0.8980 0.0014 0.1899 0.0447 0.1500 0.1200 0.8333 
-8.4655 0.0015 0.9467 0.0447 0.1500 0.1200 0.9000 
-4.8250 0.0017 0.5827 0.0447 0.1500 0.1200 0.9667 
+0.0018 0.0018 0.0990 0.0447 0.1500 0.1200 1.0333 
-0.4386 0.0020 0.1441 0.0447 0.1500 0.1200 1.1000 
+0.0021 0.0021 0.0418 0.0447 0.1500 0.1200 1.1667 
-0.0030 0.0023 0.1005 0.0447 0.1500 0.1200 1.2333 
-3.2771 0.0024 0.4280 0.0447 0.1500 0.1200 1.3000 
+0.0026 0.0026 0.0601 0.0447 0.1500 0.1200 1.3667 
-0.5398 0.0027 0.1543 0.0447 0.1500 0.1200 1.4333 
+0.0029 0.0029 0.0533 0.0447 0.1500 0.1200 1.5000 
-0.1969 0.0007 0.1198 0.0447 0.1500 0.1300 0.5000 
-0.5409 0.0009 0.1542 0.0447 0.1500 0.1300 0.5667 
-0.2517 0.0010 0.1253 0.0447 0.1500 0.1300 0.6333 
+0.0012 0.0012 0.0375 0.0447 0.1500 0.1300 0.7000 
-5.8370 0.0013 0.6838 0.0447 0.1500 0.1300 0.7667 
+0.0015 0.0015 0.0944 0.0447 0.1500 0.1300 0.8333 
+0.0017 0.0017 0.0416 0.0447 0.1500 0.1300 0.9000 
+0.0018 0.0018 0.0403 0.0447 0.1500 0.1300 0.9667 
-6.9617 0.0020 0.7964 0.0447 0.1500 0.1300 1.0333 
+0.0021 0.0021 0.0646 0.0447 0.1500 0.1300 1.1000 
+0.0023 0.0023 0.0225 0.0447 0.1500 0.1300 1.1667 
-0.7571 0.0025 0.1760 0.0447 0.1500 0.1300 1.2333 
+0.0026 0.0026 0.0165 0.0447 0.1500 0.1300 1.3000 
+0.0028 0.0028 0.0031 0.0447 0.1500 0.1300 1.3667 
+0.0029 0.0029 0.0683 0.0447 0.1500 0.1300 1.4333 
+0.0031 0.0031 0.0128 0.0447 0.1500 0.1300 1.5000 
-8.6279 0.0008 0.9629 0.0447 0.1500 0.1400 0.5000 
-8.8901 0.0009 0.9891 0.0447 0.1500 0.1400 0.5667 
+0.0011 0.0011 0.0646 0.0447 0.1500 0.1400 0.6333 
-8.9158 0.0013 0.9917 0.0447 0.1500 0.1400 0.7000 
+0.0014 0.0014 0.0432 0.0447 0.1500 0.1400 0.7667 
-0.0687 0.0016 0.1070 0.0447 0.1500 0.1400 0.8333 
+0.0018 0.0018 0.0468 0.0447 0.1500 0.1400 0.9000 
-0.0065 0.0019 0.1008 0.0447 0.1500 0.1400 0.9667 
+0.0021 0.0021 0.0271 0.0447 0.1500 0.1400 1.0333 
-8.7851 0.0023 0.9787 0.0447 0.1500 0.1400 1.1000 
-8.4075 0.0025 0.9410 0.0447 0.1500 0.1400 1.1667 
+0.0026 0.0026 0.0327 0.0447 0.1500 0.1400 1.2333 
+0.0028 0.0028 0.0345 0.0447 0.1500 0.1400 1.3000 
+0.0030 0.0030 0.0451 0.0447 0.1500 0.1400 1.3667 
-0.1423 0.0031 0.1145 0.0447 0.1500 0.1400 1.4333 
-1.3450 0.0033 0.2348 0.0447 0.1500 0.1400 1.5000 
-0.2865 0.0008 0.1287 0.0447 0.1500 0.1500 0.5000 
+0.0010 0.0010 0.0161 0.0447 0.1500 0.1500 0.5667 
-0.6203 0.0012 0.1621 0.0447 0.1500 0.1500 0.6333 
+0.0014 0.0014 0.0173 0.0447 0.1500 0.1500 0.7000 
-0.4029 0.0015 0.1404 0.0447 0.1500 0.1500 0.7667 
+0.0017 0.0017 0.0206 0.0447 0.1500 0.1500 0.8333 
+0.0019 0.0019 0.0323 0.0447 0.1500 0.1500 0.9000 
-8.8014 0.0021 0.9803 0.0447 0.1500 0.1500 0.9667 
-0.0307 0.0023 0.1033 0.0447 0.1500 0.1500 1.0333 
+0.0024 0.0024 0.0174 0.0447 0.1500 0.1500 1.1000 
+0.0026 0.0026 0.0751 0.0447 0.1500 0.1500 1.1667 
+0.0028 0.0028 0.0264 0.0447 0.1500 0.1500 1.2333 
+0.0030 0.0030 0.0460 0.0447 0.1500 0.1500 1.3000 
+0.0032 0.0032 0.0750 0.0447 0.1500 0.1500 1.3667 
+0.0034 0.0034 0.0731 0.0447 0.1500 0.1500 1.4333 
-7.1259 0.0035 0.8129 0.0447 0.1500 0.1500 1.5000 
+0.0009 0.0009 0.0919 0.0447 0.1500 0.1600 0.5000 
-6.3237 0.0011 0.7325 0.0447 0.1500 0.1600 0.5667 
+0.0013 0.0013 0.0074 0.0447 0.1500 0.1600 0.6333 
+0.0014 0.0014 0.0062 0.0447 0.1500 0.1600 0.7000 
+0.0016 0.0016 0.0628 0.0447 0.1500 0.1600 0.7667 
-8.6973 0.0018 0.9699 0.0447 0.1500 0.1600 0.8333 
-1.4037 0.0020 0.2406 0.0447 0.1500 0.1600 0.9000 
+0.0022 0.0022 0.0631 0.0447 0.1500 0.1600 0.9667 
+0.0024 0.0024 0.0224 0.0447 0.1500 0.1600 1.0333 
+0.0026 0.0026 0.0189 0.0447 0.1500 0.1600 1.1000 
+0.0028 0.0028 0.0900 0.0447 0.1500 0.1600 1.1667 
+0.0030 0.0030 0.0111 0.0447 0.1500 0.1600 1.2333 
+0.0032 0.0032 0.0828 0.0447 0.1500 0.1600 1.3000 
+0.0034 0.0034 0.0427 0.0447 0.1500 0.1600 1.3667 
-0.0703 0.0036 0.1074 0.0447 0.1500 0.1600 1.4333 
+0.0038 0.0038 0.0734 0.0447 0.1500 0.1600 1.5000 
+0.0010 0.0010 0.0164 0.0447 0.1500 0.1700 0.5000 
+0.0011 0.0011 0.0610 0.0447 0.1500 0.1700 0.5667 
+0.0013 0.0013 0.0706 0.0447 0.1500 0.1700 0.6333 
+0.0015 0.0015 0.0985 0.0447 0.1500 0.1700 0.7000 
+0.0017 0.0017 0.0751 0.0447 0.1500 0.1700 0.7667 
+0.0019 0.0019 0.0826 0.0447 0.1500 0.1700 0.8333 
-7.2685 0.0021 0.8271 0.0447 0.1500 0.1700 0.9000 
-8.8293 0.0023 0.9832 0.0447 0.1500 0.1700 0.9667 
-8.6976 0.0026 0.9700 0.0447 0.1500 0.1700 1.0333 
-2.2833 0.0028 0.3286 0.0447 0.1500 0.1700 1.1000 
+0.0030 0.0030 0.0598 0.0447 0.1500 0.1700 1.1667 
+0.0032 0.0032 0.0356 0.0447 0.1500 0.1700 1.2333 
-0.3948 0.0034 0.1398 0.0447 0.1500 0.1700 1.3000 
+0.0036 0.0036 0.0366 0.0447 0.1500 0.1700 1.3667 
+0.0038 0.0038 0.0797 0.0447 0.1500 0.1700 1.4333 
+0.0040 0.0040 0.0264 0.0447 0.1500 0.1700 1.5000 
+0.0010 0.0010 0.0634 0.0447 0.1500 0.1800 0.5000 
-0.0075 0.0012 0.1009 0.0447 0.1500 0.1800 0.5667 
+0.0014 0.0014 0.0112 0.0447 0.1500 0.1800 0.6333 
+0.0016 0.0016 0.0477 0.0447 0.1500 0.1800 0.7000 
-8.9332 0.0018 0.9935 0.0447 0.1500 0.1800 0.7667 
-8.3670 0.0020 0.9369 0.0447 0.1500 0.1800 0.8333 
+0.0023 0.0023 0.0921 0.0447 0.1500 0.1800 0.9000 
+0.0025 0.0025 0.0396 0.0447 0.1500 0.1800 0.9667 
+0.0027 0.0027 0.0242 0.0447 0.1500 0.1800 1.0333 
-8.6962 0.0029 0.9699 0.0447 0.1500 0.1800 1.1000 
+0.0031 0.0031 0.0029 0.0447 0.1500 0.1800 1.1667 
+0.0033 0.0033 0.0139 0.0447 0.1500 0.1800 1.2333 
-8.9397 0.0036 0.9943 0.0447 0.1500 0.1800 1.3000 
-1.5121 0.0038 0.2516 0.0447 0.1500 0.1800 1.3667 
+0.0040 0.0040 0.0786 0.0447 0.1500 0.1800 1.4333 
+0.0042 0.0042 0.0057 0.0447 0.1500 0.1800 1.5000 
+0.0011 0.0011 0.0388 0.0447 0.1500 0.1900 0.5000 
-3.8374 0.0013 0.4839 0.0447 0.1500 0.1900 0.5667 
-8.5341 0.0015 0.9536 0.0447 0.1500 0.1900 0.6333 
+0.0017 0.0017 0.0226 0.0447 0.1500 0.1900 0.7000 
-8.8514 0.0019 0.9853 0.0447 0.1500 0.1900 0.7667 
+0.0021 0.0021 0.0542 0.0447 0.1500 0.1900 0.8333 
+0.0024 0.0024 0.0948 0.0447 0.1500 0.1900 0.9000 
+0.0026 0.0026 0.0144 0.0447 0.1500 0.1900 0.9667 
+0.0028 0.0028 0.0294 0.0447 0.1500 0.1900 1.0333 
-8.7508 0.0031 0.9754 0.0447 0.1500 0.1900 1.1000 
-0.8373 0.0033 0.1841 0.0447 0.1500 0.1900 1.1667 
+0.0035 0.0035 0.0293 0.0447 0.1500 0.1900 1.2333 
+0.0037 0.0037 0.0209 0.0447 0.1500 0.1900 1.3000 
-8.2934 0.0040 0.9297 0.0447 0.1500 0.1900 1.3667 
+0.0042 0.0042 0.0590 0.0447 0.1500 0.1900 1.4333 
-0.1026 0.0044 0.1107 0.0447 0.1500 0.1900 1.5000 
-8.5661 0.0011 0.9567 0.0447 0.1500 0.2000 0.5000 
+0.0013 0.0013 0.0017 0.0447 0.1500 0.2000 0.5667 
+0.0015 0.0015 0.0536 0.0447 0.1500 0.2000 0.6333 
+0.0018 0.0018 0.0291 0.0447 0.1500 0.2000 0.7000 
+0.0020 0.0020 0.0794 0.0447 0.1500 0.2000 0.7667 
-8.8671 0.0022 0.9869 0.0447 0.1500 0.2000 0.8333 
+0.0025 0.0025 0.0616 0.0447 0.1500 0.2000 0.9000 
+0.0027 0.0027 0.0510 0.0447 0.1500 0.2000 0.9667 
+0.0030 0.0030 0.0573 0.0447 0.1500 0.2000 1.0333 
-8.8087 0.0032 0.9812 0.0447 0.1500 0.2000 1.1000 
+0.0035 0.0035 0.0365 0.0447 0.1500 0.2000 1.1667 
+0.0037 0.0037 0.0893 0.0447 0.1500 0.2000 1.2333 
-1.7824 0.0039 0.2786 0.0447 0.1500 0.2000 1.3000 
+0.0042 0.0042 0.0110 0.0447 0.1500 0.2000 1.3667 
+0.0044 0.0044 0.0669 0.0447 0.1500 0.2000 1.4333 
+0.0046 0.0046 0.0540 0.0447 0.1500 0.2000 1.5000 
+0.0003 0.0003 0.0190 0.0447 0.1600 0.0500 0.5000 
-0.7519 0.0003 0.1752 0.0447 0.1600 0.0500 0.5667 
+0.0004 0.0004 0.0133 0.0447 0.1600 0.0500 0.6333 
-0.1018 0.0004 0.1102 0.0447 0.1600 0.0500 0.7000 
+0.0005 0.0005 0.0651 0.0447 0.1600 0.0500 0.7667 
+0.0006 0.0006 0.0199 0.0447 0.1600 0.0500 0.8333 
+0.0006 0.0006 0.0587 0.0447 0.1600 0.0500 0.9000 
-0.8219 0.0007 0.1823 0.0447 0.1600 0.0500 0.9667 
-8.5405 0.0007 0.9541 0.0447 0.1600 0.0500 1.0333 
-0.5862 0.0008 0.1587 0.0447 0.1600 0.0500 1.1000 
+0.0009 0.0009 0.0175 0.0447 0.1600 0.0500 1.1667 
-0.3396 0.0009 0.1341 0.0447 0.1600 0.0500 1.2333 
-0.2007 0.0010 0.1202 0.0447 0.1600 0.0500 1.3000 
-0.4288 0.0010 0.1430 0.0447 0.1600 0.0500 1.3667 
+0.0011 0.0011 0.0202 0.0447 0.1600 0.0500 1.4333 
+0.0011 0.0011 0.0155 0.0447 0.1600 0.0500 1.5000 
+0.0003 0.0003 0.0740 0.0447 0.1600 0.0600 0.5000 
+0.0004 0.0004 0.0190 0.0447 0.1600 0.0600 0.5667 
-0.0941 0.0005 0.1095 0.0447 0.1600 0.0600 0.6333 
+0.0005 0.0005 0.0398 0.0447 0.1600 0.0600 0.7000 
-0.5868 0.0006 0.1587 0.0447 0.1600 0.0600 0.7667 
+0.0007 0.0007 0.0062 0.0447 0.1600 0.0600 0.8333 
+0.0007 0.0007 0.0746 0.0447 0.1600 0.0600 0.9000 
-0.1152 0.0008 0.1116 0.0447 0.1600 0.0600 0.9667 
-0.1801 0.0009 0.1181 0.0447 0.1600 0.0600 1.0333 
-0.1525 0.0010 0.1153 0.0447 0.1600 0.0600 1.1000 
-0.5837 0.0010 0.1585 0.0447 0.1600 0.0600 1.1667 
+0.0011 0.0011 0.0581 0.0447 0.1600 0.0600 1.2333 
+0.0012 0.0012 0.0428 0.0447 0.1600 0.0600 1.3000 
-0.4351 0.0012 0.1436 0.0447 0.1600 0.0600 1.3667 
+0.0013 0.0013 0.0188 0.0447 0.1600 0.0600 1.4333 
-8.8728 0.0014 0.9874 0.0447 0.1600 0.0600 1.5000 
-8.9412 0.0004 0.9942 0.0447 0.1600 0.0700 0.5000 
-0.2859 0.0005 0.1286 0.0447 0.1600 0.0700 0.5667 
-7.9524 0.0005 0.8953 0.0447 0.1600 0.0700 0.6333 
+0.0006 0.0006 0.0225 0.0447 0.1600 0.0700 0.7000 
+0.0007 0.0007 0.0655 0.0447 0.1600 0.0700 0.7667 
+0.0008 0.0008 0.0182 0.0447 0.1600 0.0700 0.8333 
+0.0009 0.0009 0.0174 0.0447 0.1600 0.0700 0.9000 
+0.0009 0.0009 0.0418 0.0447 0.1600 0.0700 0.9667 
+0.0010 0.0010 0.0030 0.0447 0.1600 0.0700 1.0333 
-5.2789 0.0011 0.6280 0.0447 0.1600 0.0700 1.1000 
+0.0012 0.0012 0.0164 0.0447 0.1600 0.0700 1.1667 
+0.0013 0.0013 0.0783 0.0447 0.1600 0.0700 1.2333 
+0.0014 0.0014 0.0912 0.0447 0.1600 0.0700 1.3000 
+0.0014 0.0014 0.0528 0.0447 0.1600 0.0700 1.3667 
+0.0015 0.0015 0.0231 0.0447 0.1600 0.0700 1.4333 
+0.0016 0.0016 0.0742 0.0447 0.1600 0.0700 1.5000 
+0.0004 0.0004 0.0102 0.0447 0.1600 0.0800 0.5000 
+0.0005 0.0005 0.0571 0.0447 0.1600 0.0800 0.5667 
+0.0006 0.0006 0.0860 0.0447 0.1600 0.0800 0.6333 
+0.0007 0.0007 0.0210 0.0447 0.1600 0.0800 0.7000 
+0.0008 0.0008 0.0576 0.0447 0.1600 0.0800 0.7667 
-1.4413 0.0009 0.2442 0.0447 0.1600 0.0800 0.8333 
+0.0010 0.0010 0.0234 0.0447 0.1600 0.0800 0.9000 
+0.0011 0.0011 0.0621 0.0447 0.1600 0.0800 0.9667 
+0.0012 0.0012 0.0404 0.0447 0.1600 0.0800 1.0333 
+0.0013 0.0013 0.0388 0.0447 0.1600 0.0800 1.1000 
+0.0014 0.0014 0.0805 0.0447 0.1600 0.0800 1.1667 
-0.9452 0.0015 0.1947 0.0447 0.1600 0.0800 1.2333 
-0.1919 0.0015 0.1193 0.0447 0.1600 0.0800 1.3000 
+0.0016 0.0016 0.0190 0.0447 0.1600 0.0800 1.3667 
+0.0017 0.0017 0.0444 0.0447 0.1600 0.0800 1.4333 
+0.0018 0.0018 0.0082 0.0447 0.1600 0.0800 1.5000 
-0.3876 0.0005 0.1388 0.0447 0.1600 0.0900 0.5000 
+0.0006 0.0006 0.0402 0.0447 0.1600 0.0900 0.5667 
-0.8081 0.0007 0.1809 0.0447 0.1600 0.0900 0.6333 
+0.0008 0.0008 0.0777 0.0447 0.1600 0.0900 0.7000 
+0.0009 0.0009 0.0141 0.0447 0.1600 0.0900 0.7667 
-7.8283 0.0010 0.8829 0.0447 0.1600 0.0900 0.8333 
+0.0011 0.0011 0.0850 0.0447 0.1600 0.0900 0.9000 
+0.0012 0.0012 0.0353 0.0447 0.1600 0.0900 0.9667 
+0.0013 0.0013 0.0320 0.0447 0.1600 0.0900 1.0333 
-0.7149 0.0014 0.1716 0.0447 0.1600 0.0900 1.1000 
+0.0015 0.0015 0.0563 0.0447 0.1600 0.0900 1.1667 
+0.0016 0.0016 0.0902 0.0447 0.1600 0.0900 1.2333 
+0.0017 0.0017 0.0451 0.0447 0.1600 0.0900 1.3000 
-7.4800 0.0018 0.8482 0.0447 0.1600 0.0900 1.3667 
+0.0019 0.0019 0.0248 0.0447 0.1600 0.0900 1.4333 
+0.0020 0.0020 0.0301 0.0447 0.1600 0.0900 1.5000 
-8.9352 0.0006 0.9936 0.0447 0.1600 0.1000 0.5000 
+0.0007 0.0007 0.0243 0.0447 0.1600 0.1000 0.5667 
+0.0008 0.0008 0.0171 0.0447 0.1600 0.1000 0.6333 
+0.0009 0.0009 0.0136 0.0447 0.1600 0.1000 0.7000 
-8.6920 0.0010 0.9693 0.0447 0.1600 0.1000 0.7667 
+0.0011 0.0011 0.0514 0.0447 0.1600 0.1000 0.8333 
+0.0012 0.0012 0.0202 0.0447 0.1600 0.1000 0.9000 
-0.3870 0.0013 0.1388 0.0447 0.1600 0.1000 0.9667 
+0.0015 0.0015 0.0293 0.0447 0.1600 0.1000 1.0333 
+0.0016 0.0016 0.0230 0.0447 0.1600 0.1000 1.1000 
-0.1500 0.0017 0.1152 0.0447 0.1600 0.1000 1.1667 
-0.2295 0.0018 0.1231 0.0447 0.1600 0.1000 1.2333 
+0.0019 0.0019 0.0502 0.0447 0.1600 0.1000 1.3000 
+0.0020 0.0020 0.0879 0.0447 0.1600 0.1000 1.3667 
+0.0021 0.0021 0.0848 0.0447 0.1600 0.1000 1.4333 
+0.0023 0.0023 0.0546 0.0447 0.1600 0.1000 1.5000 
-2.8049 0.0006 0.3806 0.0447 0.1600 0.1100 0.5000 
+0.0007 0.0007 0.0178 0.0447 0.1600 0.1100 0.5667 
+0.0008 0.0008 0.0082 0.0447 0.1600 0.1100 0.6333 
+0.0010 0.0010 0.0154 0.0447 0.1600 0.1100 0.7000 
+0.0011 0.0011 0.0553 0.0447 0.1600 0.1100 0.7667 
-0.7042 0.0012 0.1705 0.0447 0.1600 0.1100 0.8333 
-8.6973 0.0013 0.9699 0.0447 0.1600 0.1100 0.9000 
-0.2415 0.0015 0.1243 0.0447 0.1600 0.1100 0.9667 
-0.0337 0.0016 0.1035 0.0447 0.1600 0.1100 1.0333 
+0.0017 0.0017 0.0303 0.0447 0.1600 0.1100 1.1000 
+0.0019 0.0019 0.0551 0.0447 0.1600 0.1100 1.1667 
-8.2938 0.0020 0.9296 0.0447 0.1600 0.1100 1.2333 
+0.0021 0.0021 0.0653 0.0447 0.1600 0.1100 1.3000 
-1.2742 0.0022 0.2276 0.0447 0.1600 0.1100 1.3667 
+0.0024 0.0024 0.0969 0.0447 0.1600 0.1100 1.4333 
+0.0025 0.0025 0.0251 0.0447 0.1600 0.1100 1.5000 
+0.0007 0.0007 0.0759 0.0447 0.1600 0.1200 0.5000 
-6.0226 0.0008 0.7023 0.0447 0.1600 0.1200 0.5667 
+0.0009 0.0009 0.0108 0.0447 0.1600 0.1200 0.6333 
+0.0011 0.0011 0.0462 0.0447 0.1600 0.1200 0.7000 
+0.0012 0.0012 0.0709 0.0447 0.1600 0.1200 0.7667 
-0.1634 0.0013 0.1165 0.0447 0.1600 0.1200 0.8333 
+0.0015 0.0015 0.0116 0.0447 0.1600 0.1200 0.9000 
+0.0016 0.0016 0.0281 0.0447 0.1600 0.1200 0.9667 
-0.1151 0.0017 0.1117 0.0447 0.1600 0.1200 1.0333 
-1.6854 0.0019 0.2687 0.0447 0.1600 0.1200 1.1000 
+0.0020 0.0020 0.0554 0.0447 0.1600 0.1200 1.1667 
-1.5354 0.0022 0.2538 0.0447 0.1600 0.1200 1.2333 
+0.0023 0.0023 0.0007 0.0447 0.1600 0.1200 1.3000 
-0.6396 0.0024 0.1642 0.0447 0.1600 0.1200 1.3667 
+0.0026 0.0026 0.0123 0.0447 0.1600 0.1200 1.4333 
+0.0027 0.0027 0.0900 0.0447 0.1600 0.1200 1.5000 
+0.0007 0.0007 0.0350 0.0447 0.1600 0.1300 0.5000 
+0.0009 0.0009 0.0022 0.0447 0.1600 0.1300 0.5667 
+0.0010 0.0010 0.0960 0.0447 0.1600 0.1300 0.6333 
-0.4880 0.0011 0.1489 0.0447 0.1600 0.1300 0.7000 
+0.0013 0.0013 0.0291 0.0447 0.1600 0.1300 0.7667 
+0.0014 0.0014 0.0115 0.0447 0.1600 0.1300 0.8333 
-0.2533 0.0016 0.1255 0.0447 0.1600 0.1300 0.9000 
+0.0017 0.0017 0.0486 0.0447 0.1600 0.1300 0.9667 
+0.0019 0.0019 0.0109 0.0447 0.1600 0.1300 1.0333 
-0.1138 0.0020 0.1116 0.0447 0.1600 0.1300 1.1000 
+0.0022 0.0022 0.0865 0.0447 0.1600 0.1300 1.1667 
+0.0023 0.0023 0.0785 0.0447 0.1600 0.1300 1.2333 
+0.0025 0.0025 0.0739 0.0447 0.1600 0.1300 1.3000 
+0.0026 0.0026 0.0982 0.0447 0.1600 0.1300 1.3667 
-2.6135 0.0028 0.3616 0.0447 0.1600 0.1300 1.4333 
+0.0029 0.0029 0.0945 0.0447 0.1600 0.1300 1.5000 
-1.3764 0.0008 0.2377 0.0447 0.1600 0.1400 0.5000 
+0.0009 0.0009 0.0073 0.0447 0.1600 0.1400 0.5667 
+0.0011 0.0011 0.0699 0.0447 0.1600 0.1400 0.6333 
+0.0012 0.0012 0.0244 0.0447 0.1600 0.1400 0.7000 
+0.0014 0.0014 0.0220 0.0447 0.1600 0.1400 0.7667 
-8.4206 0.0015 0.9422 0.0447 0.1600 0.1400 0.8333 
-0.0116 0.0017 0.1013 0.0447 0.1600 0.1400 0.9000 
+0.0019 0.0019 0.0527 0.0447 0.1600 0.1400 0.9667 
+0.0020 0.0020 0.0068 0.0447 0.1600 0.1400 1.0333 
+0.0022 0.0022 0.0161 0.0447 0.1600 0.1400 1.1000 
+0.0023 0.0023 0.0766 0.0447 0.1600 0.1400 1.1667 
-0.6001 0.0025 0.1603 0.0447 0.1600 0.1400 1.2333 
-0.5792 0.0027 0.1582 0.0447 0.1600 0.1400 1.3000 
+0.0028 0.0028 0.0390 0.0447 0.1600 0.1400 1.3667 
+0.0030 0.0030 0.0433 0.0447 0.1600 0.1400 1.4333 
+0.0031 0.0031 0.0519 0.0447 0.1600 0.1400 1.5000 
-0.1100 0.0008 0.1111 0.0447 0.1600 0.1500 0.5000 
-5.9482 0.0010 0.6949 0.0447 0.1600 0.1500 0.5667 
+0.0011 0.0011 0.0659 0.0447 0.1600 0.1500 0.6333 
-6.7184 0.0013 0.7720 0.0447 0.1600 0.1500 0.7000 
-0.1084 0.0015 0.1110 0.0447 0.1600 0.1500 0.7667 
-0.0250 0.0016 0.1027 0.0447 0.1600 0.1500 0.8333 
+0.0018 0.0018 0.0024 0.0447 0.1600 0.1500 0.9000 
-2.1945 0.0020 0.3197 0.0447 0.1600 0.1500 0.9667 
-0.2846 0.0022 0.1287 0.0447 0.1600 0.1500 1.0333 
+0.0023 0.0023 0.0053 0.0447 0.1600 0.1500 1.1000 
-8.7443 0.0025 0.9747 0.0447 0.1600 0.1500 1.1667 
+0.0027 0.0027 0.0501 0.0447 0.1600 0.1500 1.2333 
+0.0028 0.0028 0.0047 0.0447 0.1600 0.1500 1.3000 
+0.0030 0.0030 0.0315 0.0447 0.1600 0.1500 1.3667 
-0.6430 0.0032 0.1646 0.0447 0.1600 0.1500 1.4333 
-8.7754 0.0033 0.9779 0.0447 0.1600 0.1500 1.5000 
+0.0009 0.0009 0.0337 0.0447 0.1600 0.1600 0.5000 
+0.0010 0.0010 0.0522 0.0447 0.1600 0.1600 0.5667 
+0.0012 0.0012 0.0344 0.0447 0.1600 0.1600 0.6333 
-0.3098 0.0014 0.1311 0.0447 0.1600 0.1600 0.7000 
+0.0016 0.0016 0.0625 0.0447 0.1600 0.1600 0.7667 
-1.6390 0.0017 0.2641 0.0447 0.1600 0.1600 0.8333 
+0.0019 0.0019 0.0175 0.0447 0.1600 0.1600 0.9000 
+0.0021 0.0021 0.0869 0.0447 0.1600 0.1600 0.9667 
-7.8034 0.0023 0.8806 0.0447 0.1600 0.1600 1.0333 
+0.0025 0.0025 0.0505 0.0447 0.1600 0.1600 1.1000 
-0.1643 0.0027 0.1167 0.0447 0.1600 0.1600 1.1667 
+0.0028 0.0028 0.0353 0.0447 0.1600 0.1600 1.2333 
